fileName,Longest Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
e-TripGO Cadastro e dados Operacionais (1).xlsx,CALC QD HOR:K34,195,2,145,2
inqueritos_analise_v06.xlsx,Q6:C11,2,1,2,1
StarterBook-Enoc.xlsx,Bonus:D16,4,0,1,0
ВА09УН_02_20151124 full.xlsx,Фильтр. Сигналы2:H2,960,7,1,7
import_spd_newest.xlsx,Data:T3,6,0,3,0
PC Test Plan - More Than Smart Wheels.xlsx,Test Summary:D13,13,0,7,0
工作簿1-20181122160051696.xlsx,不良明细:CEA5,2,0,1,0
Listado Ausentismo- Rectoría Cundinamarca- Sede- TODOS- 2013-2.xlsx,Análisis Ausentismo:D8,3,0,2,0
IUCP_MIPRO_2017.xlsx,Base:K14,185,2,23,2
YODA_TimeSeries_TEMPLATE_DRAFT.xlsx,YODA File:C2,10996,140,10996,144
ESCO.xlsx,ReVerf:B38,409,3,2,4
GL_Driver_Safety_Report_ferguson_20211009_084634.xlsx,Pivot Tables:C7,1,0,1,0
GL_Driver_Safety_Report_ferguson_20211018_191931.xlsx,Pivot Tables:C7,1,0,1,0
VaR_analysis_run2.xlsx,IR:B186,366,5,358,5
Excel Homework.xlsx,Outcomes by Goal:D7,4,0,1,0
Praktek AHP.xlsx,Praktek:L70,23,0,8,0
iata_airport_list_2013_10_28.xlsx,Locations Format Spec:C2,1,0,1,0
URS確認排程-20211008.xlsx,URS確認tmp:G43,3,0,2,0
Jellyfish_18SEP2021.xlsx,TotalJellies:F90,1,0,1,0
store sales.xlsx,Store Sales:A2,8398,60,1,61
planilha-contaazul-funil_vendas.xlsx,Funil de Vendas:B6,7,0,4,0
GL_Driver_Safety_Report_ferguson_20211021_092200.xlsx,Pivot Tables:AA4,0,0,0,0
1.2 nba pivots - Solutions.xlsx.xlsx,Box Scores:B34,20,0,5,0
Extracted data.xlsx,Fig 2A:B3,5,0,4,0
nnERA.xlsx,nnERA:H75,1,0,1,0
raw_data [test_data].xlsx,DataSet:C2,4415,26,1,27
Poblacion Peru 2020 Dpto Prov Dist Final INEI-actualizado.xlsx,Pob x Genero:S44,7,0,5,0
92PoAUxpFnoVO2YhEywXj5IpaBYFKqoIEx6B4m5E.xlsx,formato:D16,99,0,1,0
Pasta1.xlsx,Grade Recurso Físico:O2,3,0,1,0
Variantes DI Nuevo.xlsx,CONSOLIDADO:A14,785,7,1,7
ENGINE-ASSY LINE DB DATA3(rev13-8-2015).xlsx,MEMORY MAP:C7,1415,9,1,9
C01_KM_Data_Labeling_resized.xlsx,Label_Data:Q13,14,1,13,1
dutch_quigley__9367__gbs0711pos.xlsx,A:DR249,493,4,491,4
produceSales.xlsx,Sheet:C21947,1,0,1,0
A01579.PD0063.TP05.PA171.D20160601.xlsx,Sheet3:J7,9,0,2,0
Courbes.xlsx,Feuil1:D2,2099,19,300,20
laravel-excel-f97qrNgpG6WFQ11Tc9NQohrKPRkDjaAD.xlsx,ALL:A2162,50,1,1,1
Currency_Spot.xlsx,Spots:F528,2,0,1,0
Kickstarter-Challenge.xlsx,Outcomes Based on Goals:D7,4,0,1,0
realme stock 22.07.21.xlsx,Daily Report:F9,7,0,5,0
2021_country.xlsx,Data:EX291,0,0,0,0
fileDatiDocenti2021.xlsx,docenti:E68,1,0,1,0
IOT_KSW.xlsx,sme10gross:CU15,0,0,0,0
SFR052016_KS4_Institution.xlsx,INDEX:A1614,7,0,6,0
Stock 29.04.20.xlsx,Smartphone Sales Report:C7,54,0,27,0
副本干员基建.xlsx,材料计算:C6,19,0,14,0
cews-calculation-p1-4.xlsx,Step 2a) Weekly (52):C1388,5,0,1,0
E4 (Research Questions -V2).xlsx,T12(RQ8):I4,4,0,1,0
play-analysis.xlsx,US Plays:K1917,2,0,2,0
three_factor_storage.xlsx,Storage:P6,4772,59,2386,62
telefony.xlsx,Arkusz4:C1,2001,27,2,27
T09-2019 NHA MAY1.xlsx,chia CN SX:A3,111,1,1,1
SDG-074F May 2021 Deliverable.xlsx,SDG-074F 2021 Data:J3205,1,0,1,0
as_2015_3_1417.xlsx,Sheet1:C5,22,0,1,0
homd_ncbi_blast_all_tophits-fd-21_name_compare.xlsx,Sheet1:J774,5,0,2,0
Quality_WBR_WE_9-7_Final.xlsx,Pivot:O12,1,0,1,0
2017-02-06-2017-02-12.xlsx,若梦-箱子:B38,3,0,1,0
SFOWeather2014Hourly.xlsx,SFOWeather2014Hourly:D5188,2,1,1,1
Summer UES Self-Discovery Inventor20180709.xlsx,Lists:R2,44,1,1,1
200107_ACF 제품 Lot.No 라벨 발행 P순번_엑셀.xlsx,계산식:C13,3,0,3,0
Model_CatLigSim_Analysis.xlsx,Sheet1:D10621,1,0,1,0
工作簿1-20181122170147443.xlsx,不良明细:CEA5,2,1,1,1
AutomationScripts_PVCM-Comments Capture-Batch.xlsx,PVI-4.7-OQ-037_TestSteps:AC211,0,0,0,0
Zonas.xlsx,Calc:C2,62,1,30,1
VIL-2016-03.xlsx,MAR 5:Q14,12,0,6,0
R-DC-54_ANDREAMARTINEZ_II2016_V4.xlsx,R-DC-54 PAG2:I10,15,0,7,0
data-1-1-3-StarterBook - Pedro Trovao.xlsx,Kickstarter:I3906,1,0,1,0
SCHEDULINGSHEET2017.xlsx,Averages - Week:D12,2,0,2,0
Template_TCDM_1c8b31b5-ce88-4a4a-b99c-ad046c592c8b.xlsx,July 2021:G1,30,0,1,0
JPY_Market.xlsx,FuturesHWConvAdj:I5,2,0,1,0
michelle_lokay__26569__imbalsumm0012.xlsx,NW:AA5,0,0,0,0
A7XLK-1104-HouseOpen-Backup3.xlsx,Data-106:E365,2,0,1,0
ESP - Working - data-1-1-3-StarterBook - 20211229 v2.xlsx,Kickstarter:E491,1,0,1,0
10581_cc_vehicle_history.xlsx,AFV Inventory:D6,1,0,1,0
2020-11-20 capability raw data.xlsx,Sheet1:B2,4573,28,1,29
F01510_2.xlsx,R2TV:H37,1,0,1,0
JRC-IDEES-2015_Residential_FR.xlsx,RES_hh_SLD:P178,7,0,6,0
cl_pid.xlsx,PD:M176,1,0,1,0
basic_function.xlsx,Sheet1:S3260,2,0,1,0
INDPRO_data_loader_test.xlsx,x:B39,12,0,1,0
150squarewave.xlsx,F0008CH1:C1,2502,25,5,26
BenchmarkLargeOfficeNewV1.2_4.0_SI.xlsx,ZoneSummary:E11,1,0,1,0
Invesco-MSCI-World.xlsx,Kosten:D4,4,0,4,0
DMND0000000_CSCAN_MM_Lymphoma_counting_v0.9.xlsx,Requirement:A2,265,2,133,2
McFarlane_2018.xlsx,layer:AP114,0,0,0,0
Real-Statistics-Examples-Non-Parametric-2.xlsx,Resamp 3a:E4,1999,11,1,11
Lebensmittelabfall.xlsx,aktuelle Reduktion:B13,2,0,2,0
LotteryTrackerFile.xlsx,Tablas:A3,352,5,331,5
mary_fischer__25635__31R.xlsx,E12.XLS:M32,15,0,15,0
SoSyM_AISE_ThemeIssue_Experiment.xlsx,NSGAII configurations:C7,12,0,3,0
COVID-19%2BDaily%2Bdata%2B-%2BTrends%2Bin%2Bdaily%2BCOVID-19%2Bdata%2B-%2B7%2BMay%2B2021.xlsx,Chart 3 - Archive ICU:A2,18,0,1,0
20210526_P004_Sat_R_extract_clean.xlsx,Emphasis:H7,2,0,2,0
計算ファイル_Ver41_211219.xlsx,充放電時間:H15,10,0,2,0
工作簿1 - 副本-20181124100631551.xlsx,不良明细:CEA5,2,0,1,0
daten.xlsx,Tabelle1:HL169,0,0,0,0
Раздел 19-Наука и инновации .xlsx,19.6.6.:I30,1,0,1,0
T09-2019 SAN XUAT V2.xlsx,thang luong:C31,20,0,3,0
Additional_File_Proteomics.xlsx,Combined Nano-TiO2:R3,3,0,2,0
forearm_ini_generator iCubV2.xlsx,lower:O5,49,1,17,1
20110728_Swan River Master Data_ all data P1 to P3-2.xlsx,P1 Syne Pico C_Chla_PP:I39,12,0,5,0
2012_Campbell_County_General_PbP.xlsx,Sheet1:BI5,1,0,1,0
scott_neal__37924__Aga4-7.xlsx,AGA Storage:F44,1,0,1,0
tempbase.xlsx,Sheet1:D20604,1,0,1,0
Copy of MATERAI new (Autosaved) (Autosaved) (Autosaved) (Autosaved).xlsx,September_14:E7,190,1,24,1
Poland Data.xlsx,P1:AE44,1,0,1,0
Sari_R4_11.xlsx,SARI VIRUSES:U6,6,0,6,0
SubRes_IND_Techs.xlsx,IND_SavTechs:W14,47,0,35,0
Results Template HO8 with 8 timeslices.xlsx,Annual CO2:E5,30,0,1,0
Kickstarter Data Set v2.xlsx,Outcomes Based on Goals:C9,2,0,1,0
Dec 2021 - Cord Cutting Wizard - Public.xlsx,Analysis:M29,894,115,209,116
cews-calculation-p7-9.xlsx,Step 1) Rates:B25,10,0,5,0
o1a.xlsx,FY 2016 Base Enacted:L36,1,0,1,0
Decision_Making_with_Loss_Function_Demo.xlsx,Sheet1:C12,9729,223,306,227
Продажи1с8по11-10-2021manual_only_vstv_only_diamonds.xlsx,Sheet1:X42,5,0,4,0
VIL-2015-04.xlsx,APR 20:Q10,9,0,4,0
breastcancer_mcar_single_epithelial_cell_size_consolidado.xlsx,breastcancer_mcar_#campo#_20:C43,3,0,2,0
RMS-RA数据核对2017-03-22.xlsx,RMS-RA数据核对:F9,4,0,4,0
Amit Data_science_11612527Amit (Recovered).xlsx,Fiter for city:F2341,1,1,1,1
全家台中盟立自動Sum.xlsx,估算:C4751,1,0,1,0
June Release.xlsx,Users:B10,9,0,5,0
1539332862.xlsx,입고내역:F28,5,0,4,0
HUD_ZIP_COUNTY_092017.xlsx,Sheet1:B5422,1,0,1,0
e3adcd93-7b28-4d0a-9434-9b0187c68764.xlsx,1.Info:A10,42,0,1,0
EIoF_CashFlow_NoStorage_TX.xlsx,Model:V2478,183,3,7,3
Carreras Universitarias.xlsx,Códigos:B11,11063,9942,5790,9947
MM1-1140H-6317 w6417.xlsx,2Rx2L:D150,3,0,2,0
resultsWithVarPersonwise V2.xlsx,SHORE SGD R2:B12,14,0,5,0
Keyboard_BOM.xlsx,Sheet1:D9,2,0,2,0
coronavirus_deaths_june30_2020.xlsx,April_death:F58,1,0,1,0
END2_Session2_Assignment.xlsx,Default LR:C29,28936,499,1073,514
S1-08082020_importar - copia.xlsx,FILTRO:O2511,3,0,1,0
FisherWilcoxon.xlsx,Sheet1:Y38,16005,264,8001,272
Mouginot_pnas.1904242116.sd02.xlsx,(2) MB_GIS:K60,119,1,15,1
Simple-SaaS-Financial-Model-Excel-template-version-v12.0-DEMO.xlsx,Summary:L77,4,0,4,0
Klinse-za capture and demographics_210521.xlsx,AnalysisSuccessiveCalving:O16,43,0,27,0
2019 Publications_New Updates_2020 04 25.xlsx,Total Faculty by Weight - V2.0:A8,388,2,1,2
PositionalAccuracyTesting.xlsx,X Axis:E46,5,0,1,0
phillip_allen__29914__Valuation Summary Recallable.xlsx,Sensitivities:L14,6,0,1,0
dana_davis__4473__CANADA - 28C.xlsx,E11.XLS:C22,9,0,9,0
diauxic_raw_ratios_RG.xlsx,k_Means:C2,25,1,8,1
GLC Nominal daily data_1979 to 1984.xlsx,3. nominal spot- short end:B4,119,1,2,1
TemplateChiTietLuong.xlsx,BangChiTietLuong:AL350,1,0,1,0
Ranking_2021-07-15.xlsx,avrange of n:K495,1,0,1,0
R13yeardata5.xlsx,Dump:C2980,14895,173,2979,182
loop1000_latency_run3.xlsx,loop1000_latency_run3:F44,21,0,11,0
Xiaomi India Case.xlsx,Data:D44,18,1,6,1
Task 3.xlsx,new cust:E651,2,0,1,0
GPSC_CTD_2016.10.28.xlsx,CTD:Q16587,1,0,1,0
archive 404 NOD 2011.xlsx,2011:L78,1,0,1,0
Tick Sales Dashboard.xlsx,Backend:J10,10,0,5,0
MLIAM10unc_model.xlsx,econlow:AI5,0,0,0,0
canalscr_9_4_18 copy.xlsx,traptime:J436,3,0,2,0
工作簿1-20181122134442322.xlsx,不良明细:CEA5,2,0,1,0
work.xlsx,open:D29137,1,0,1,0
RCA.xlsx,23-08-19:B8,6,0,3,0
白芷酊-爱普.xlsx,Sheet3:E11,30,0,2,0
工作簿1-20181122135753742.xlsx,不良明细:CEA5,2,0,1,0
UnitedStates.xlsx,data_aggregate:E93,75,1,57,1
bodysize_Small.PRIMER.Filtered..xlsx,bodysize_Small.PRIMER.redone.Fi:E31,3,0,2,0
phillip_m_love__30633__TexFRED_R.xlsx,all variances  :B50,3,0,2,0
publishedweek112021_age_bands.xlsx,all causes:I20,39,0,3,0
Cims_phenotype_2006_auzeville_AGIR.xlsx,plot:G3,3,0,3,0
projectdata-nyse project2.xlsx,Task3:G15,9,0,5,0
Sari_R4_18.xlsx,SARI VIRUSES:U6,6,0,6,0
WHITEWTR.xlsx,WHITEWTR:B70558,1,0,1,0
BANG KÊ.xlsx,NH Q4 33.000:G12,3,0,3,0
custom_quest_all.xlsx,Sheet1:V111,1,0,1,0
publishedweek512021.xlsx,Covid-19 - Daily registrations:A632,11,0,1,0
Stock 24.02.2020.xlsx,Smartphone Sales Report:D4,40,0,20,0
Kickstarter_Challenges - Final.xlsx,Kickstarter:I1062,2,0,1,0
Mendely- Economic Index.xlsx,Sheet2:D29246,1,0,1,0
analyse_resultats.xlsx,Feuil2:F5,3,0,1,0
Doetterl_2012.xlsx,incubation:D5,1,0,1,0
Stock 22.02.2020.xlsx,Smartphone Sales Report:D4,40,0,20,0
Exp4Paper-Ver2.xlsx,synset10mx128-tune-d12:E2,280,2,175,3
Porcine Rib 1.xlsx,Sheet1:N4,1,0,1,0
mlmooces18pre.xlsx,asuntosimportancia:C458,1,0,1,0
DF_THCleaning_mid.xlsx,ranking:C44,2,0,1,0
Wqqqqqqqqqqqqqqqqqqqqq-20181127163205652.xlsx,不良明细:CMS66,1,0,1,0
seed.xlsx,07-08 Complete in 13:A18,12,0,6,0
60605917d637e.xlsx,Province:B19,1,0,1,0
M2数值模型.xlsx,Normal:D173,279,2,166,2
Pollutant Emissions Intensities.xlsx,calc-motorbikes PL:F2,11,0,1,0
Town-Hall-Rich-List-2010.xlsx,In Pay Order:D572,1,0,1,0
2018-08-05_Dip_correction.xlsx,Dip Correction:B15,35,0,30,0
normal_abnormal_separated.xlsx,Table:I7,3,0,3,0
홈페이지 작업용 2기 멘토링 데이터_(v.4).xlsx,약력- 소개:H84,1,0,1,0
GL_Driver_Safety_Report_ferguson_20211019_202908.xlsx,Pivot Tables:M8,1,0,1,0
consolidated_report_revision-9.xlsx,Activity Summary:J11,25,0,24,0
Cal DDBL 2076-77.xlsx,tsholder:J39,22,0,4,0
MM1-0222HSM.xlsx,IP3:C150,3,0,3,0
European_Building_Vulnerability_Database.xlsx,Database:K769,1,0,1,0
宁波市三类房建土地数据汇总2015-20200604 - 副本.xlsx,Sheet1:O4975,2,0,2,0
Figure 3_4.29.2020_KOs_EC#s_For_GHs_In_Families.xlsx,Sheet2:C45,6,0,1,0
Sampling_processing_worksheet_121217.xlsx,Sampling_processing_workshe (2):E592,2,0,1,0
Rec-20211103-309sOFsfZ.xlsx,รวม FG:E19,2,0,1,0
Outbound_202001.xlsx,Sheet2:T6261,1,0,1,0
RSX_2016-17_data_by_LA.xlsx,LA drop-down:N17,13,0,1,0
SolicitudGrafica_CN_11_06_CO_REC_90.xlsx,Solicitud gráfica:B10,298,3,298,3
ITResearch_NB_Report-9`21.xlsx,Summary:E95,23,0,23,0
Thinkful_Capstone_II_Housing_Data_Final-mh.xlsx,AAtest:H7,4,1,2,1
Historic_Nashville_City_Cemetery_Interments__1846-1979 (version 1).xlsx,Historic_Nashville_City_Cemeter:U3,19745,216,1,222
A2A excel.xlsx,Forecasts Simone:F11,542,6,123,6
06A-COBie_Test-stage6-COBie.xlsx,Instruction:E15,13,0,6,0
SAM-0.2 OR5x100-0.75_5 dataset analysis.xlsx,State026:B47,6,0,1,0
工作簿1-20181122140450973.xlsx,不良明细:CEA5,2,0,1,0
PData.xlsx,CpDataCoefficients:B2411,575,17,192,18
jeffrey_a_shankman__13799__so2_pos.xlsx,Sheet1:I9,199,1,93,1
RallyTimings.xlsx,Match7:J12,17,0,12,0
2012_Fremont_County_Primary_PbP.xlsx,Sheet1:Q10,1,0,1,0
Contacts_Script.xlsx,OLP-ESB Reason Codes:D4,6168,78,1,79
Golmasenama.xlsx,Sheet1:D9,11,0,2,0
Business Cycle Numbers Original.xlsx,MONTHLY DATA:E546,904,11,893,11
impactPi.xlsx,picam-3-0.8:J43,3,0,2,0
binod_AGR_12122018_180834_FH Database and Website Suggestions (2)_old1.xlsx,Settings:S5,31,1,9,1
prepare_for_ESpace_pharmaceuticals_v3.xlsx,EmisData:AD659,0,0,0,0
Coptic-Arabic Text Alignment Results.xlsx,(Dev) Alignment:L7,422,11,62,12
Higgs_XSBR_YR4_update.xlsx,YR4 SM 8TeV:DE36,0,0,0,0
Z.8_Miejscowosci_ludnosc-wedlug-wyksztalcenia-w-wieku-15-lat-i-wiecej_dane-dla-K.Filipek_M.Niziol(1).xlsx,2002 - Małopolskie:V96,3750,65,3741,68
PWN2018 QUOTE STND.xlsx,Cash Flow:G28,66,1,30,1
BBG_Security_Application_User_List_v5_2.xlsx,Organization:D2,919,10,4,10
Trumbore_2006.xlsx,incubation:F13,1,0,1,0
DeAka_Magnetic.xlsx,Mag3:G12,8,0,5,0
Stock 02.02.2020.xlsx,Smartphone Sales Report:AN4,7,0,4,0
laravel-excel-V7rUordU4P8FUAXfw4EwrX5xJLlbzpPr.xlsx,UpComing Cost:G48,9,0,9,0
Cilk Final Results_1Core.xlsx,100map:I39,1,0,1,0
Mates.xlsx,Copia di games:O18549,3,0,2,0
2019-06-15-0756_dryopteris_goldiana.xlsx,Measurements:D13,6600,138,1650,141
migdal_2016_1_1156.xlsx,מזומנים:J18,4,0,2,0
3323.xlsx,シート1:K3,1024,13,26,13
Delay-CI-Rawdata(1).xlsx,Sheet1:B28,9999,135,1,138
XpEnNPDbi8LxdOvGUQ3hCqr4Vm7x1m8P4ugfvJaW.xlsx,formato:D16,99,1,1,1
Detalle Facturacion GGCC 1594986.xlsx,INFO DADORES:BP598,0,0,0,0
Sc01 Group5 2D task 1 and 2 Excel.xlsx,Interactive Model 2 (polynomial:C14,2,0,2,0
2007-2019-HIC-Counts-by-CoC.xlsx,2012:AK41,1,0,1,0
Real-Statistics-Examples-ANOVA-2.xlsx,ANOVA Match 2.1:A5,141,1,74,1
Kickstarter_challenge.xlsx.xlsx,Outcomes Based on Goals:C9,4,0,1,0
Повороты в плоскости(фильтр Маджвика).xlsx,Обработка:O10,16184,375,493,382
beauty_data.xlsx,FAB:E44,1,0,1,0
Wqqqqqqqqqqqqqqqqqqqqq-20181127164701319.xlsx,不良明细:CMS66,1,0,1,0
20_21_ApprovedBudget_Nat.xlsx,ThisVsPublication:G11,1,0,1,0
ВА12ОВ_03_20151204 full.xlsx,Фильтр. Сигналы2:H2,5684,36,1,37
main spreadsheet.xlsx,Master_RU_2011:E26,1,0,1,0
pricing research.xlsx,retail packaging products:F193,37,0,1,0
Billimoria01.xlsx,Certification:P44,12,0,6,0
realme stock 07.02.21.xlsx,Sheet1:H65,9,0,6,0
bass1_cfg.xlsx,接口综合信息:I12,2,0,1,0
特价增量、延期申请书功能设计-Ver20181123.xlsx,增量延续模板-old:Q14,1,0,1,0
p-H table.xlsx,Sayfa1:I7,5,0,4,0
lari 9 km per jam100m.xlsx,take 3:F712,1,0,1,0
KickstarterStats_Solved.xlsx,Outcomes Based on Goal:D12,4,0,1,0
REPORTE_MENSUAL_mes_de_abril_JAVIER_1.xlsx,RMI - ABRIL 2017:S23,4,0,1,0
CPData.xlsx,Conversion Table:A22,14,0,10,0
Plano de Financeiro.xlsx,AnexoPlanTrab:I3,9,0,9,0
Population_Forecast_adjusted_Version 1 23.xlsx,Using_world_bank_mobile_pen_Pop:J245,18,0,3,0
Daily Sales Info.....xlsx,22:G16,14,1,6,1
SAM-0.02 OR10x100-0.50_7 dataset analysis.xlsx,State026:G38,6,0,1,0
migdal_2016_3_99102.xlsx,Sheet1:C5,22,0,1,0
LucasBouissa_14_AlexRostan.xlsx,No modificar!!:C65,42,1,18,1
co2mpas_demo-0.xlsx,meta.WLTP-L.pa:G3,1,0,1,0
49_21.09.2016-08.10.2016.xlsx,ფორმა N5:C24,4,0,4,0
Invoice-20200908083901.xlsx,Sheet1:C5413,2,0,1,0
Day_09.xlsx,Part 1:K2,1,0,1,0
Tio Cash Master 1450 Find Ratio Graph sq and ratio all shaded inverse curve.xlsx,1450 find sq ratio all :I5,596,4,120,4
KTCL-master-data_20170814.xlsx,Mrg Summary:Y165,5,0,4,0
MappentableXframeRevit.xlsx,Sheet1:D20,1,0,1,0
bio_kerosene.carrier.xlsx,Notes:K358,8,0,5,0
OBrien_2013.xlsx,layer:W7,1,0,1,0
Summary-repair-10-bal.xlsx,Time:B52,11,0,3,0
abalone-data-descriptive-stats-02-14-19.xlsx,descriptive-finish:C42,6,0,2,0
FY_Summary.xlsx,Chino Total:B237,22,0,13,0
Frecolha-20171127.xlsx,700:T18,11,0,1,0
15년 3월 - 4월 마감  철가자료(수정 1차).xlsx,실적조회 (2):K450,1,0,1,0
p2208_0418.xlsx,Sheet1:C5,22,1,1,1
capstone project.xlsx,Analysis:G43,4,0,1,0
final_M+3sd.xlsx,RMSE:V46,154,1,9,1
times.xlsx,file times:F2,2,0,2,0
Fact2Sheet_Corona_20200523.xlsx,Infections:B2,160,0,1,0
Общежитие №12А май 2017г..xlsx,если 3 цк:B36,31,0,1,0
MLVTBPLK-398.Estimate.xlsx,MLVTBPLK-398:D6,5,0,3,0
Tests - Lena.xlsx,TestsLENA:A66,1,0,1,0
MTBF Setup Nodes and Stock Management.xlsx,Stock:E28,13,0,7,0
NDC readiness vulnerability data.xlsx,NDC readiness:E102,1,0,1,0
catalogue1.xlsx,1994:B388,2,0,1,0
Lab07aMT.xlsx,TestTweets:C7,7,0,1,0
CaidaSplit1MultiLookUpSummaryIncDs.xlsx,Sheet4:D244,1,0,1,0
relacao_geral_-_vodanet_-_13-08-2012.xlsx,Levantamento:D17,2,0,2,0
Louise_Kickstarter_Data_Analysis.xlsx,Descriptive Statistics Kickstar:B6,1,0,1,0
2016_acts.xlsx,Non JJCH:E32,39,0,39,0
realme stock 02.01.2022.xlsx,Report:F5,7,1,5,1
【教育部学科】学科门类&一级学科20200710.xlsx,教育部学科【全】:B351,17,0,1,0
Class36_File.xlsx,Tasks 6-7:C15,18,0,9,0
W_04_SuperBowl_Offers.xlsx,Pricing from HE:F7,1,0,1,0
GPSC_macro_size_2017.3.17.xlsx,Polychaeta:M1408,2,0,2,0
HCCS_example_project_analysis_template.xlsx,Results:H12,2,0,2,0
sub-est2019_all.xlsx,GDP validation:G2,2,0,1,0
6500_5TN_FTTH_Planning Antwerpen-West-FH01 20200609 rev 07.xlsx,Meetstaat:E46,16,0,12,0
Kickstarter_Challenges.xlsx,Outcomes Based on Goal:D8,4,0,1,0
tensorflow.xlsx,tensorflow:N4,1,0,1,0
nvidia_sentiment.xlsx,nvidia_sentiment:H10593,4,0,1,0
searh file for so 3 yr.xlsx,2019-20:G580,2,0,2,0
VENTAS OBRADOR DICIEMBRE 2020.xlsx,A G O S T O     2 0 2 0      :G120,1,0,1,0
Test13_100k_lines.xlsx,Sheet1:A2,99998,791,1,801
GL_Driver_Safety_Report_ferguson_20211018_091349.xlsx,Pivot Tables:M8,1,0,1,0
06 - Excel I - Exercícios.xlsx,Exercício 6:F4,19,1,4,1
modelrebal.xlsx,Robinhood_Sector:B4,2323,219,1626,220
Stock 15.02.2020.xlsx,Smartphone Sales Report:D4,40,0,20,0
工作簿1-20181122135748867.xlsx,不良明细:CEA5,2,0,1,0
combine-check_v2.xlsx,check:B5,34,0,1,0
Projektplan_ENT.xlsx,Projektplan:C9,282,2,38,2
AFDTanks_old.xlsx,Sheet1:B45,1,0,1,0
Stock 10.06.20.xlsx,Smartphone Sales Report:C5,54,0,27,0
Multispecies seal bottleneck analysis 02_03_12.xlsx,dataset 29 Structure results:L9,20,1,9,1
processos_2014_2015_anon.xlsx,uf:D12,1,0,1,0
Chum Modeling Forecast CAP CURVE.xlsx,Chum Modeling Forecast.csv:B9,40002,612,10002,650
ВА12ОН_02_20151204 full.xlsx,Фильтр. Сигналы2:H2,5103,33,1,33
TApormunicipio.xlsx,Resumen:O143,5,0,5,0
FormatoParaSubirCuentas.xlsx,NatCodes New (Actualizado):C6,2,0,1,0
MM1-0212S-6384.xlsx,2Rx2L:D155,3,0,2,0
0010_21R04-LeMans-HYP_Mech.xlsx,708:R46,1,0,1,0
SAM-0.02 OR10x100-0.25_1 dataset analysis.xlsx,State026:G38,6,0,1,0
tasks_zxw.xlsx,data:D56,1,0,1,0
SolicitudGrafica_CN_10_07_REC_180.xlsx,Solicitud gráfica:J10,298,3,298,3
The Sorted Dataset Based on Separation and Location.xlsx,Clean Jamming:A2,10070,66,1,68
1. Buku Kas 2018.xlsx,Agustus 18:H11,659,5,7,5
Activety上昇に伴う探索領域増加の進展.xlsx,Sheet1:E7780,5,0,1,0
Xylem Conductivity Excel Marco 8_02_17.xlsx,Stem 3:B2,143,1,143,1
International Countries to Focus on 2H21 (1).xlsx,MIDT Weekly:F42,188,1,2,1
DTM R3 DB Great-Little Abaco MSLA V4.xlsx,CatPregs:C22,2,0,1,0
StarterBook -Homework - Excel Challenge (version 1).xlsx,Bonus:D12,4,0,1,0
Data striiv.xlsx,Hoja1:AH56,0,0,0,0
Credit_limit.xlsx,Sheet1:B880,6,0,3,0
SubRES_NewTechs.xlsx,RCA:O17,1,0,1,0
Temp Sensor Imp Resp Comparison.xlsx,Sheet1:B42,43,0,22,0
DATA COLLECTION interview template v3_COMPLETE240412.xlsx,Dot Gillespie - Ind. rel. :H12,2,0,1,0
louise_kitchen__24243__SepYTD Orig w notes Revised.xlsx,1Q:B1402,7,0,1,0
lotto.xlsx,일본:B2,9986,145,1250,150
score2.xlsx,15. NE:R23,339,3,125,3
IO_2014_Sweden.xlsx,IO2014:BR4,0,0,0,0
INDIGO CORP Report 01 March 31.xlsx,numberformatting (19):AR35,0,0,0,0
C01-1_KM_Data_LabelingResult.xlsx,Label_Data:Q14,9,0,9,0
Dataset_02.xlsx,Complete dataset:F2068,2,0,1,0
RESULTADOS-OFICIALES-DISTRITO-02.xlsx,TOTAL GENERAL:J23,1,0,1,0
BAT_Targets_Analysis.xlsx,BAT_Target_Analysis:I6528,15,1,3,1
MITIGASI_KUTIM_2021-2030_data RPJMD-Rev2.xlsx,Direct N2O:M55,12,0,9,0
TaskManagement-test-data.xlsx,Eingangsstatistik:I60,894,5,1,5
SAM-0.05 OR30x100-0.25_6 dataset analysis.xlsx,State026:L67,6,0,1,0
StarterBookExcelHW.xlsx,bonus:D7,4,0,1,0
flora_auswdef.xlsx,ZH AP-Arten F Begründung (2000):O171,2,0,1,0
SAM-0.02 OR5x100-0.25_4 dataset analysis.xlsx,State026:B47,6,0,1,0
laravel-excel-CmfxkZmhkBG4uLhzAXfzOqOqgBn3Genx.xlsx,UpComing Cost:G48,9,1,9,1
BP_2015.xlsx,Oil - Trade movements:AJ15,0,0,0,0
Scorecard_MediumOfficeDetailed.xlsx,Zone Summary:F56,18,0,14,0
Google-Pixel.xlsx,Sheet1:E4,2,0,1,0
Rec-20211103-tszEd2lJj.xlsx,รวม FG:E11,2,0,1,0
20210507_HKEX Scraping.xlsx,Sheet:E963,2,0,1,0
bank_term_deposit_marketing_analysis.xlsx,DAILY RANGE:C11,6,0,2,0
lab1.xlsx,Лист 1:D11,6,0,3,0
Quality Minus Junk 10 QualitySorted Portfolios Monthly.xlsx,Sheet2:L2,740,6,1,6
van_Mourik_2010.xlsx,fraction:D17,2,0,2,0
