fileName,Max Dep Ref,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
laravel-excel-V7rUordU4P8FUAXfw4EwrX5xJLlbzpPr.xlsx,Actual Cost Autocount:L3516,22,0,20,0
Cilk Final Results_1Core.xlsx,100map:B45,1,0,1,0
Mates.xlsx,Black Games:D339,3,0,1,0
2019-06-15-0756_dryopteris_goldiana.xlsx,Measurements:C13,6600,142,1650,146
migdal_2016_1_1156.xlsx,מזומנים:J37,4,0,2,0
3323.xlsx,シート7:A3,2320,27,580,29
Delay-CI-Rawdata(1).xlsx,Sheet1:B28,9999,77,1,81
XpEnNPDbi8LxdOvGUQ3hCqr4Vm7x1m8P4ugfvJaW.xlsx,formato:D16,99,1,1,1
Detalle Facturacion GGCC 1594986.xlsx,Cartola 1594986:L41,10,1,5,1
Sc01 Group5 2D task 1 and 2 Excel.xlsx,Update data (rmv coll- add pow):AD4591,0,0,0,0
2007-2019-HIC-Counts-by-CoC.xlsx,2012:J375,1,0,1,0
Real-Statistics-Examples-ANOVA-2.xlsx,ANOVA Match 2.3:B10,336,5,164,5
Kickstarter_challenge.xlsx.xlsx,Outcomes Based on Goals:D3,4,0,1,0
Повороты в плоскости(фильтр Маджвика).xlsx,Обработка:Q10,16184,437,494,446
beauty_data.xlsx,account information:F2,2,0,2,0
Wqqqqqqqqqqqqqqqqqqqqq-20181127164701319.xlsx,不良明细:LI5,2,0,1,0
20_21_ApprovedBudget_Nat.xlsx,ThisVsPublication:F19,1,0,1,0
ВА12ОВ_03_20151204 full.xlsx,Фильтр. Сигналы2:H2,5684,71,1,72
main spreadsheet.xlsx,Master_RU_2011:E26,1,0,1,0
pricing research.xlsx,TV- Video and Feature Film:K2,82,1,38,1
Billimoria01.xlsx,Certification:X144,12,0,2,0
realme stock 07.02.21.xlsx,Sheet1:I65,9,1,6,1
bass1_cfg.xlsx,接口综合信息:I21,2,0,1,0
特价增量、延期申请书功能设计-Ver20181123.xlsx,增量延续模板-old:P20,1,0,1,0
p-H table.xlsx,Sayfa1:U6,56,1,4,1
lari 9 km per jam100m.xlsx,take 3:D389,1,0,1,0
KickstarterStats_Solved.xlsx,Outcomes Based on Goal:D2,4,0,1,0
REPORTE_MENSUAL_mes_de_abril_JAVIER_1.xlsx,RMI - ABRIL 2017:S23,4,0,1,0
CPData.xlsx,Test Data 5.0:P880334,445,3,48,4
Plano de Financeiro.xlsx,GANTT Etapas:BL12,0,0,0,0
Population_Forecast_adjusted_Version 1 23.xlsx,Using_world_bank_mobile_pen_Pop:K209,20,0,3,0
Daily Sales Info.....xlsx,Total:F16,17,0,8,1
SAM-0.02 OR10x100-0.50_7 dataset analysis.xlsx,State026:B44,6,0,1,0
migdal_2016_3_99102.xlsx,Sheet1:C5,22,0,1,0
LucasBouissa_14_AlexRostan.xlsx,No modificar!!:C35,42,0,18,0
co2mpas_demo-0.xlsx,Inputs:B23,2,0,1,0
49_21.09.2016-08.10.2016.xlsx,ფორმა N9.7.1:M2,22,0,1,0
Invoice-20200908083901.xlsx,Sheet1:C5282,2,1,2,1
Day_09.xlsx,Part 2:P59,205,2,1,2
Tio Cash Master 1450 Find Ratio Graph sq and ratio all shaded inverse curve.xlsx,1450 find sq ratio all :I5,596,8,120,8
KTCL-master-data_20170814.xlsx,All Schedules:A502,1099,10,1,11
MappentableXframeRevit.xlsx,Sheet1:B3,1,0,1,0
bio_kerosene.carrier.xlsx,Notes:K356,8,0,5,0
OBrien_2013.xlsx,fraction:E32,2,0,2,0
Summary-repair-10-bal.xlsx,Time:C20,11,0,3,0
abalone-data-descriptive-stats-02-14-19.xlsx,descriptive-finish:D2062,6,0,2,0
FY_Summary.xlsx,Chino Total:B541,31,0,14,0
Frecolha-20171127.xlsx,700:T18,11,1,1,1
15년 3월 - 4월 마감  철가자료(수정 1차).xlsx,실적조회 (2):K193,1,0,1,0
p2208_0418.xlsx,הלוואות:O13,155,73,7,73
capstone project.xlsx,Analysis:G45,4,0,1,0
final_M+3sd.xlsx,Peaks:A51,224,3,7,3
times.xlsx,file times:F7,2,0,2,0
Fact2Sheet_Corona_20200523.xlsx,LastWeek:BF203,2740,4466,996,4468
Общежитие №12А май 2017г..xlsx,если 3 цк:B36,31,0,1,0
MLVTBPLK-398.Estimate.xlsx,MLVTBPLK-398:D5,5,0,3,0
Tests - Lena.xlsx,TestsLENA:A147,1,0,1,0
MTBF Setup Nodes and Stock Management.xlsx,Stock:B28,19,1,6,1
NDC readiness vulnerability data.xlsx,NDC readiness:F88,1,0,1,0
catalogue1.xlsx,1994:B228,2,0,1,0
Lab07aMT.xlsx,AppTokensProbability:B270,1648,15,824,15
CaidaSplit1MultiLookUpSummaryIncDs.xlsx,Sheet4:E246,1,0,1,0
relacao_geral_-_vodanet_-_13-08-2012.xlsx,Levantamento:D19,2,0,1,0
Louise_Kickstarter_Data_Analysis.xlsx,Descriptive Statistics Kickstar:C13,1,0,1,0
2016_acts.xlsx,Non JJCH:B11,50,1,11,1
realme stock 02.01.2022.xlsx,Report:E6,7,0,5,0
【教育部学科】学科门类&一级学科20200710.xlsx,教育部学科【全】:B351,17,0,1,0
Class36_File.xlsx,Tasks 6-7:C15,18,0,9,0
W_04_SuperBowl_Offers.xlsx,Pricing from HE:F11,1,0,1,0
GPSC_macro_size_2017.3.17.xlsx,Polychaeta:M695,2,0,2,0
HCCS_example_project_analysis_template.xlsx,Results:B14,2,0,1,0
sub-est2019_all.xlsx,GDP validation:E2,2,0,1,0
6500_5TN_FTTH_Planning Antwerpen-West-FH01 20200609 rev 07.xlsx,IFH BS:BF1,0,0,0,0
Kickstarter_Challenges.xlsx,Outcomes Based on Goal:C2,4,0,1,0
tensorflow.xlsx,tensorflow:C934507,5,0,3,0
nvidia_sentiment.xlsx,nvidia_sentiment:H17318,4,0,1,0
searh file for so 3 yr.xlsx,2019-20:G577,2,0,2,0
VENTAS OBRADOR DICIEMBRE 2020.xlsx,A G O S T O     2 0 2 0      :E3003,1,0,1,0
Test13_100k_lines.xlsx,Sheet1:A2,99998,1389,1,1396
GL_Driver_Safety_Report_ferguson_20211018_091349.xlsx,Report:Y5,2215,23,1,23
06 - Excel I - Exercícios.xlsx,Exercício 6:C14,19,1,5,1
modelrebal.xlsx,Robinhood_Sector:C22,2156,247,1504,248
Stock 15.02.2020.xlsx,Smartphone Sales Report:C5,54,0,27,0
工作簿1-20181122135748867.xlsx,不良明细:CBJ5,2,0,1,0
combine-check_v2.xlsx,check:C9,34,0,1,0
Projektplan_ENT.xlsx,Projektplan:C10,383,4,347,4
AFDTanks_old.xlsx,Sheet1:B45,1,0,1,0
Stock 10.06.20.xlsx,Target & Achivement:D13,54,1,27,1
Multispecies seal bottleneck analysis 02_03_12.xlsx,dataset 12 reworkings:F108,903,94,2,95
processos_2014_2015_anon.xlsx,uf:B10,3,0,1,0
Chum Modeling Forecast CAP CURVE.xlsx,Chum Modeling Forecast.csv:B10,40001,917,10003,956
ВА12ОН_02_20151204 full.xlsx,Фильтр. Сигналы2:H2,5103,49,1,50
TApormunicipio.xlsx,Resumen:P192,8,0,3,0
FormatoParaSubirCuentas.xlsx,NatCodes New (Actualizado):C212,2,0,1,0
MM1-0212S-6384.xlsx,IF Response:R25,103,1,2,1
0010_21R04-LeMans-HYP_Mech.xlsx,708:R46,1,0,1,0
SAM-0.02 OR10x100-0.25_1 dataset analysis.xlsx,State026:B44,6,0,1,0
tasks_zxw.xlsx,data:D63,1,0,1,0
SolicitudGrafica_CN_10_07_REC_180.xlsx,Solicitud gráfica:G4,299,3,299,4
The Sorted Dataset Based on Separation and Location.xlsx,Clean Jamming:A2,10070,97,1,99
1. Buku Kas 2018.xlsx,Agustus 18:I11,659,6,6,6
Activety上昇に伴う探索領域増加の進展.xlsx,Sheet1:E8389,5,0,1,0
Xylem Conductivity Excel Marco 8_02_17.xlsx,Stem 4:B3,346,4,98,4
International Countries to Focus on 2H21 (1).xlsx,MIDT YTD:F119,221,3,3,3
DTM R3 DB Great-Little Abaco MSLA V4.xlsx,CatPregs:S70,2,0,1,0
StarterBook -Homework - Excel Challenge (version 1).xlsx,Bonus:B6,4,0,1,0
Data striiv.xlsx,Hoja1:AI74,0,1,0,1
Credit_limit.xlsx,Sheet1:D1783,6,0,3,0
SubRES_NewTechs.xlsx,RCA:O17,1,0,1,0
Temp Sensor Imp Resp Comparison.xlsx,Sheet1 (2):B694,83,1,42,1
DATA COLLECTION interview template v3_COMPLETE240412.xlsx,Dot Gillespie - Ind. rel. :C28,6,0,1,0
louise_kitchen__24243__SepYTD Orig w notes Revised.xlsx,All Originators by Commodity:G73,194,3,3,3
lotto.xlsx,일본:G2,9986,255,1250,262
score2.xlsx,07. IK:P2,5559,525,1372,528
IO_2014_Sweden.xlsx,IO2014:BV10,0,0,0,0
INDIGO CORP Report 01 March 31.xlsx,numberformatting (19):AR242,0,0,0,0
C01-1_KM_Data_LabelingResult.xlsx,Label_Data:R8,8,0,8,0
Dataset_02.xlsx,Calculation:E14,4,0,4,0
RESULTADOS-OFICIALES-DISTRITO-02.xlsx,BASEORIGINAL:BK14,2,0,2,0
BAT_Targets_Analysis.xlsx,BAT_Target_Analysis:I6606,15,0,3,0
MITIGASI_KUTIM_2021-2030_data RPJMD-Rev2.xlsx,Lahan sawah:F29,70,1,34,1
TaskManagement-test-data.xlsx,Eingangsstatistik:I60,894,6,1,6
SAM-0.05 OR30x100-0.25_6 dataset analysis.xlsx,State026:B88,6,0,1,0
StarterBookExcelHW.xlsx,bonus:B12,4,0,1,0
flora_auswdef.xlsx,ZH AP-Arten F Begründung (2000):L160,2,0,1,0
SAM-0.02 OR5x100-0.25_4 dataset analysis.xlsx,State026:B66,6,0,1,0
laravel-excel-CmfxkZmhkBG4uLhzAXfzOqOqgBn3Genx.xlsx,Actual Cost Autocount:L3516,22,0,20,0
BP_2015.xlsx,Oil - Trade movements:AJ22,0,0,0,0
Scorecard_MediumOfficeDetailed.xlsx,Zone Summary:F20,18,0,14,0
Google-Pixel.xlsx,Sheet1:C2,4,0,2,0
Rec-20211103-tszEd2lJj.xlsx,รวม FG:B14,3,0,1,0
20210507_HKEX Scraping.xlsx,Sheet:E5768,2,0,1,0
bank_term_deposit_marketing_analysis.xlsx,DAILY RANGE:C4,6,0,3,0
lab1.xlsx,Лист 1:D11,6,0,3,0
Quality Minus Junk 10 QualitySorted Portfolios Monthly.xlsx,Sheet2:L3,1478,12,739,13
van_Mourik_2010.xlsx,fraction:D13,2,0,2,0
Graphic_diagnostic.xlsx,Summary:B9994,20002,199008,10002,199020
lookup.xlsx,IAR:A161,4,0,4,1
4564.xlsx,シート7:A3,2320,84,580,85
Scenario New Settlements - Dwelling+Employment projections.xlsx,New build change of plans:A32,33,0,3,0
OABOnlineTracker.xlsx,Medallion Status:D4,2,0,1,0
MMSecondPricesOrders_Fall2019.xlsx,Market:A384115,1,0,1,0
G_1816.xlsx,exploracionCATEGORICAModelo1:X6,34,0,7,0
SIPmath Dice Calculator.xlsx,PMTable:C10006,36,0,1,1
Rabioux-Obs.xlsx,Obs depuis Sept 2008:A804,3,0,1,0
Лифтинг.xlsx,Российские 1 слой:C1203,1,0,1,0
DANH SÁCH TỔ ĐẠO TRÀNG.xlsx,TỔ ĐẠO TRÀNG:A5,35,0,1,0
framingham.xlsx,framingham:S4239,4238,64,1,65
Performance-Data(1).xlsx,Support Sheet:K6,3,0,3,0
Stock 11.12.19.xlsx,Final Stock:E65,9,0,6,0
res1.xlsx,2-2:H248,248,4,4,4
GL_Driver_Safety_Report_ferguson_20211021_154803.xlsx,Report:Y5,2221,24,1,25
客服部-业务报表.xlsx,统计表:E8,1,0,1,0
il_ilce_semt_mahalle_koye0.xlsx,mahalle_koy:C110550,461,6,156,7
SSV1a_TimeRange.xlsx,Sheet1:Q2,17424,240,1,248
excel-for-hr-examples.xlsx,Questions:D8,4,0,2,0
10-21-trucos-excel.xlsx,recuentos:AR12,0,0,0,0
20160115_224917_position - 比較結果.xlsx,20160115_224917_position:FYB6,0,0,0,0
VnEmoLex.xlsx,Sheet1:D57,1,0,1,0
W23702-91.xlsx,Sheet1:E2,15222,218,7611,226
PROYECCION POR TRAMOS.xlsx,Ratios RyM 12000H:U4,249,2,249,2
Data collection.xlsx,RQ2:J4,1,0,1,0
TBO_SERDP_Results_202008.xlsx,overall counts:R5,48,1,33,1
DevCor.xlsx,1:C9,17,0,11,0
Indicateurs ODATER v2 (up-to-date).xlsx,Répartition par type de collect:D18,8,0,8,0
5+Preguntas+de+Entrevista+Laboral.xlsx,Referencias:J14,40,0,1,0
excel-master-ml-mvp-predict-midseason.xlsx,2018-19:Y4,4,0,3,0
9 Case-StockMovementsVar74-Prepared.xlsx,With lags and diff:J5020,1,0,1,0
_ab0ff5bf5d06c09401a1c8c90edd6e41_Metric-SpreadSheet-Assignment.xlsx,ratings and predictions:I4,3,0,3,0
PO VPP - ZHO tháng 10-2016.xlsx,VPP HO 10-2016:P21,6,0,2,0
wb doing business Historical-data---COMPLETE-dataset-with-scores.xlsx,DRAFT:CR1944,0,0,0,0
AutomationScripts_PVCM-PII Security-Batch.xlsx,PVI-4.7-OQ-015_TestSteps:G28,4,0,3,0
SupplementalTables.xlsx,Table S1:A3932,1,0,1,0
help-tabellen 1987.xlsx,prmBouwDroog:G1,979,9,71,10
CambioPreciosBASICOS.xlsx,Hoja1:D5001,1,0,1,0
datalog1.xlsx,datalog1:A2,124534,1851,1,1862
2019年发票登记表.xlsx,圆融:H7912,4,0,3,0
Translations_Master_File-v1.20.24.xlsx,Labels:K149,2,0,2,0
2019 HQ Elison TERI Trial.xlsx,Sheet1:I220,1,0,1,0
historical-pig-prices-eu_en.xlsx,Class R_Week:A1212,178,2,1,2
StarterBookJohnBurke.xlsx,Bonus:C5,4,0,1,0
[002768].xlsx,Sheet1:I38223,1,0,1,0
households_space_heater_heatpump_pvt_electricity.converter.xlsx,Notes:E9,2,0,1,0
ホテルレビュー.xlsx,データ概要:D468,5,0,1,0
WM5603_LT_timeseries_normalization.xlsx,WM3022_LT_timeseries_scaled:D35041,140160,2725,35040,2925
USA_Population_of_States_US_Census_Intercensal_Tables_1917-2017.xlsx,Data - Clean:Y102,1,0,1,0
Throughput Forecaster (for older Excel versions).xlsx,Monte Carlo:AK2,501,4,1,4
Final-zooplankton-size data.xlsx,Tabelle3:G173,6,0,4,0
TestData.xlsx,Testdata:U5340,4,0,3,0
В15УВ_02_20160115 full.xlsx,Фильтр. Сигналы2:H2,4930,43,1,43
SAM-0.05 OR5x100-0.25_5 dataset analysis.xlsx,State026:B66,6,0,1,0
섹터모멘텀 + 섹터별표준화(대분류).xlsx,2~5 200종목수익:E1407,601,6,201,7
VIL-2016-09.xlsx,SEPT 18:Q23,12,0,6,0
Limerick1_graphs_5.xlsx,Summary & B&C (2011) comparison:O19,1,0,1,0
cost_data.xlsx,cost_data:F22,50,0,26,0
1_Completed_30_CL_3nCNa2D.xlsx,Completed_30_CL:AM88,0,0,0,0
dots_data2 sankey.xlsx,Sheet1:A1931,1,0,1,0
Models_winter.xlsx,Predictions:H3,3851,38,2,39
INFOGRAFIKA_100 let českých zemí v pohybu_Rozhlas updated.xlsx,podkladová data:O80,1,0,1,0
BAU Components Energy Use.xlsx,Calculations:I99,60,0,3,0
Test_Data_label.xlsx,Test_Data:E1336,2,0,1,0
2018-End-of-Season-Rankings-12-tm-2-C.xlsx,Dollar Calculations:C4,2,0,1,0
Calculation.xlsx,Sheet3:G2,631,9,2,9
Branch 27 Monthly Report (Version 20-03-02).xlsx,Valuations:K6,11,0,11,0
assignment 1.xlsx,Summary:U9,27,0,27,0
25.表6-3 7-4.xlsx,表7-4:F9,3,0,3,0
T_1810_1819.xlsx,std:L1,120,1,1,1
mary_fischer__25637__31T.xlsx,E12.XLS:M33,15,0,15,0
工作簿1-20181122124520816.xlsx,不良明细:CBJ5,2,0,1,0
BaselineData_Census_Chin_with_Pcode_MIMU_05Jun2015_Eng.xlsx,Table A-6:K5,1,0,1,0
2019-06-17-0824_scirpus_microcarpus.xlsx,Measurements:E13,6600,117,1650,121
TDS 24Q Return Format.xlsx,TALLY OLD:A35,228,2,114,2
사업자 현황(2020년 01월 100대 생활업종).xlsx,지역별 업종검색:P23,17,0,1,0
FFIC ILC Report.xlsx,Weekending_Cal:B4,103,0,1,0
HS_videos_Smit_Cross_augmented_v01.xlsx,HS data:M3,2784,89,1394,90
한국행정구역분류_행정동코드_매핑정보(7자리).xlsx,4. 시도별 현황(2004~2021년-분기별):M1218,5,0,5,0
GL_Driver_Safety_Report_ferguson_20211018_144420.xlsx,Report:Y5,2216,38,1,39
TestCase-ExerciseSpringMVC.xlsx,Login:I19,3,0,1,0
Kavijatilasto_2012.xlsx,Kalenteri:A1,1097,10,366,11
BenchmarkSmallOfficePre-1980V1.2_4.0_SI.xlsx,ZoneSummary:B5,5,0,3,0
5-17.xlsx,股票追踪:AO1048,3385,63,3,64
2019-07-04-0718_schefflera_delavayi.xlsx,Measurements:E13,6600,158,1650,163
EXCEL Prak SKD12-TI E-V3920051-V3920052-V3920055-V3920066.xlsx,Putaran Pertama:P37,1,0,1,0
任务.xlsx,任务:AC2,0,0,0,0
datacite_template_20200413_test.xlsx,metadata:A78,10,0,2,0
Academic Plan Growth Analysis 20200403[1].xlsx,quartiles:J110538,5,0,1,0
CountyData.xlsx,CountyData:G3064,1,0,1,0
kam_keiser__17894__EWS DPR 2002.xlsx,support for reclass of ENA:E12,7,0,6,0
IEX.hourlydata_final.xlsx,Sheet1:B2,23183,265,1,267
jonathan_mckay__16844__NYMarket0107.xlsx,TETCO_TRANSCO:AA86,8,0,2,0
Full range testing.xlsx,Sheet1:B22879,3,0,3,0
Financial_Analyst.xlsx,Statistics:B1082,2523,41,1265,43
싱스트리트형태소분석결과.xlsx,Sheet1:E7996,16295,285,3,291
spreadsheets_exercises.xlsx,Table5_Dates:A3,5,1,1,1
All_absolute_intensities_foldchange_averages.xlsx,Sheet1:I539,1,0,1,0
cities-states-data.xlsx,abbr:A6,632,6,632,6
data-1-1-3-StarterBook mj2.xlsx,Sheet7:D40,1,0,1,0
ATM00679_2019_0322_0430.xlsx,ATM00679_2019_0322_0430:C2664,2,0,1,0
seagrass_v2.xlsx,design_specification:B9,3,0,1,0
daily_ISONE_2010-2014.xlsx,Sheet1:U522,9,0,1,0
AnPTT - [Esearch Website] - Back-End - Design Description.xlsx,Email:D14,1,0,1,0
Commerce avec Portugal 1749.xlsx,Entrées:L805,3,0,2,0
hasil ujian tahfidz - nada sahla syahidah.xlsx,juz 30:A16,45,1,23,1
8.2 all together - Solutions.xlsx.xlsx,nfl weekly data:A48,1,0,1,0
exam1.xlsx,Problem 1:I23,15,0,7,0
Fayez alsulaiman pj2.xlsx,Dashboard:B19,12,0,6,0
Wilcox.xlsx,Results:G107,18,0,7,0
kate_symes__18194__EESSales_dailymarch.xlsx,2-15:E8,3,0,2,0
Stock 08.02.2020.xlsx,Smartphone Sales Report:C5,54,0,27,0
BedBalance-Master.xlsx,BedBalance:AH8,4,0,2,0
bracket.xlsx,Pool:T13,253,3,204,3
informacion_general.xlsx,Est. de Servicio:A8,66,1,11,1
lisa_gang__22351__EES_Schedule.xlsx,EES-Schedule day 1:G11,14,0,14,0
Sream - Mummy.xlsx,Mummy:C5,7,0,7,0
Marseille entrées 1764.xlsx,Sortie:L805,3,0,2,0
106190525_CDM_ALL_2018.xlsx,Price Increase 2018:B10,2,0,1,0
2021-03-29 COVID-19 Vaccine Data by County.xlsx,By County:E35,1,0,1,0
Fact2Sheet_Corona_20200524.xlsx,LastWeek:BF203,2740,4429,996,4430
domain_names data_set.xlsx,Sheet1:C45,134,2,28,2
Kickstarter_ChallengeX_Q2_final.png.xlsx,Sheet1:E3734,1119,16,44,16
Stock12.08.20.xlsx,Target & Achivement:D13,54,1,27,1
Core_Vocabularies_mappings_v2.0.1.xlsx,CoreVocabularies:F75,2,0,1,0
JMRC1.xlsx,71-06:O16922,1,0,1,0
тест-кейс Next shop Kuchukbaeva.xlsx,Тест-кейсы:Q39,2,0,1,0
Modul 2 PSD 2020.xlsx,Formula 2:G22,8,0,3,0
【东吴银行】老16家上市银行07-17年分行业不良贷款情况.xlsx,工行:AP55,511,5,44,6
תקציב חיפה 2015 הוצאות מתוקן.xlsx,ריכוז מפורט:E567,2324,26,1547,27
c4s_cover1.xlsx,Patch4_spec:N5,34,1,12,1
DonationData.xlsx,Sheet1:A493,11266,239,9,242
Simulate-Price-Stocks.xlsx,Price:N3933,1,0,1,0
HeroDataTable.xlsx,battleEvent:J4,7060,138,5861,144
Menning #1 Production report.xlsx,March:K6,33,1,2,1
MASTER File 2021 Tableau2.xlsx,Updated:I2084,2,0,1,0
GAM_Patuxent_2015-09-15-CIs.xlsx,LE12predict:D231,2,0,1,0
Motor Calculations.xlsx,Sheet1:D3,217,2,7,2
2015 Kassabuch.xlsx,Jul:E53,121,1,10,1
108_个别报表_2019年度_新加坡天合_V0.1.xlsx,未审报表分析:D32,92,1,84,1
Stock 04.06.20.xlsx,Target & Achivement:D13,54,0,27,0
image-1631663060533.xlsx,2021.02 Análisis:R2,1956,40,1304,41
GSS Assignment - 1.xlsx,Statistical Measures:B12,21,1,7,1
co-2020-vr-09.xlsx,Status:B9,3,0,3,0
Seleccion de familias Retilap_ok (5).xlsx,Lista de codigos:AB1353,0,0,0,0
ibge_trabalhadores informais_2019.xlsx,Proxy Informalidade:B24,4,0,1,0
louise_kitchen__22524__2Q Counterparty & Origination Detail.xlsx,April Origination:A197,2,0,2,0
전체소스데이터.xlsx,세계데이터:M314,1,0,1,0
COVID19DistrictWisePositivityAnalysis11thJune.xlsx,Output Sheet:P10,468,5,1,5
Stock 22 demo.xlsx,Target & Achivement:D10,54,1,27,1
chicagocrimedata-quiz.xlsx,Question 1 - get data:A2,727,5,364,6
data-1-1-3-StarterBook_Amandah Antony (Part 1).xlsx,Kickstarter:D280,1,0,1,0
collab_filter.xlsx,movielens_1hot:B26,4739,13587,825,13590
2020 SH2 Subject Class List.xlsx,Subject Class Lists:I2679,2,0,2,0
0010_21R04-LeMans-Race_Mech.xlsx,708:R46,1,0,1,0
Auto_ODC_1.xlsx,20. Aut. Commitment (Ctto):M33,7,0,3,0
Sample V4 - Matching to Webdata.xlsx,Sheet1:I108875,25,0,1,0
country_valuation_data.xlsx,SUMA:J8,1,0,1,0
SSRC_DB.xlsx,Query명명:B2,6,0,1,0
SAM-0.01 OR30x100-0.75_4 dataset analysis.xlsx,State026:B88,6,1,1,1
Reboiler_Raw Data_With Timestamps.xlsx,datos IP21 BD:G20413,1,0,1,0
Fact2Sheet_Corona_20200602.xlsx,LastWeek:R14,4184,4309,1248,4312
Cálculo de flete.xlsx,Caso práctio 1:M7,4,0,4,0
INSTRUCTOR EXCEL DATA.xlsx,Validation:G53,5,0,3,0
SAM-0.01 OR10x100-0.75_9 dataset analysis.xlsx,State026:B44,6,0,1,0
GL_Driver_Safety_Report_ferguson_20211031_100043.xlsx,Report:Y5,2526,23,1,23
5x3卷轴-一些猜想和实例.xlsx,5X3实例:C10,2191,128,950,129
Conscious Success Report template.xlsx,Sheet4:AL3,1,0,1,0
Kardex Octubre.xlsx,Reporte de salida:AI1110,0,0,0,0
GL_Driver_Safety_Report_ferguson_20211020_160355.xlsx,Report:Y5,2220,25,1,26
Statistical History of MLB 1871-2016.xlsx,HOF Predictor:H50,22,0,1,0
1adbdb7980d623cffcd799c80066dd0e.xlsx,Cruz Roja:B3,2,0,2,0
Riya Project.xlsx,Sales Data :P673,2,0,1,0
2020-10-16 流调数据000AB全_To张靖-北京8社区-表2(2177)MR(1332)联菌群_（2020-10-13馨含昌平）.xlsx,81中灿苑179:N99,1,0,1,0
EIoF_CashFlow_AnnualStorage_TX.xlsx,Assumptions (NG):X190,7595,741,245,744
compareJiritsuToStd.xlsx,省エネ基準:D1,323,7,27,7
CDSS_WaterRights_analysis.xlsx,CDSS_WaterRights_analysis:I7272,2,0,2,0
Goodreads_10k-list_Explanatory-Data-Analysis.xlsx,Explanatory_Data_Analysis:M521240,10000,117,1,120
jim_schwieger__14379__TXRRC_STG.xlsx,Comparison to Prior Periods:G12,17,0,12,0
FIFA World Cup Pool - Scoring.xlsx,Entry Forms Summary:R3,1136,16,35,16
1_Completed_30_CL_AbNVwFw.xlsx,Completed_30_CL:AM88,0,0,0,0
ZBB_Harmonisation_e0LMIWL.xlsx,Dropdown_List:N4,10,0,1,0
Stock 04.07.20.xlsx,Target & Achivement:D13,54,1,27,1
03__Internet-tabella_2018-2017-2016-.xlsx,2018 risultati analisi acqua:J1126,1,0,1,0
106190568_CDM_All_2018.xlsx,CDM 2018:A11372,1,0,1,0
darrell_schoolcraft__7904__ONEOKRECAP2001.xlsx,July 01:A6,61,0,60,0
W6_V2 ModifyPivotTables.xlsx,Orders:Q840,5,0,4,0
zoneStudy06.xlsx,Sheet2:C18,4207,842,1803,845
phillip_m_love__30693__TDS - Ontario 0802.xlsx,Curves:D15,139,2,139,2
DW0 Shun Trust Malignance.xlsx,Weaponskill:B543,1536,21,512,22
35_65_2ptGuided.xlsx,Sheet1:I255,3,0,2,0
W01-V02-Select and Navigate.xlsx,Orders:P148,4,0,3,0
B_OLD001_0001_恒流10A放电_25°C_三电压检测.xlsx,Sheet2:E9825,1,0,1,0
vladi_pimenov__41079__DailyPrices.xlsx,Sheet1:C1,3948,105,2922,108
Visualized_sheet.xlsx,Data_Sheet_Udemy_Courses_-_Busi:D3680,7360,97,3680,103
Strain_Frame.xlsx,Strain_Frame:G176,2,0,2,0
LeadsDataTest.xlsx,Leads:D116,1,0,1,0
generate_psa_graph.xlsx,Sheet2:B6,19,0,1,0
g470_0418.xlsx,סכום נכסי הקרן:C42,30,0,4,0
202110机关事业单位退休花名册.xlsx,乡镇统计2:S872866,22,0,2,0
Vergleich.xlsx,Ergebnisse:B3,11,0,9,0
dec14_base.xlsx,Dates:D3,73,1,2,1
standard_output_24Jul2011.xlsx,Lmon:C26,1,0,1,0
April2021_OrgPub21.04_WIP_iPaaS_Performance.xlsx,Combined Searching:GR32,0,0,0,0
Cilk Final Results_2Core.xlsx,100map:B45,1,0,1,0
Project3.xlsx,new-diamonds:G1809,2,0,2,0
Capstone1.xlsx,Capstone1:A2,1338,15,1,15
StarterBook - tk02.xlsx,Sheet1:E10,2,0,1,0
工作簿1-20181122154603368.xlsx,不良明细:CBJ5,2,0,1,0
powerprofile.xlsx,5min:A8,2096,15,699,16
EUR_CurvesBootstrapping.xlsx,EURON:E1,50,1,3,1
Core BI2.xlsx,Índices:G126,256,3,2,3
Reference Sheet_EN.xlsx,Ranged:J40,2,0,2,0
Homework_01-Excel_Instructions_StarterBook_jc.xlsx,COUNTIF Bonus:E2,6,0,2,0
relacao_geral_-_vodanet_-_30-01-2014.xlsx,Anatel:N1213,227,2,1,2
COVID_19_DATA.xlsx,% change in total deaths:AC9,2,0,1,0
Summer_Olympic_medallists_1896-2008.xlsx,COUNTRY TOTALS:D142,5,0,1,0
Datos Asignación 2.xlsx,1. Partículas:C1220,9238,325,6158,330
Kickstarter_Challenge_Final.xlsx..xlsx,Outcomes Based on Goals:B2,4,0,1,0
Excel Homework_Sarah Sprole.Nov 26.xlsx,BONUS:G4,4,0,1,0
nsmail-6.xlsx,Utah Lake 2 miles W of Vineyard:I7,793,9,397,9
ZBB_Harmonisation_AUggpOf.xlsx,Dropdown_List:N4,10,0,1,0
menu-planner.3.1.xlsx,ingredients:D125,3,0,3,0
17-03-2015_06_51_11 pm.xlsx,CHEQUES ANULADOS:L102,5,0,2,0
ETS Data for Goodsin 04-MAR-08-MAR-2019.xlsx,ETS History:B4,14,0,4,0
